renglon,desc_renglon,saldo_a_la_fecha,riesgo_a_c,riesgo_b_c,riesgo_c_c,riesgo_d_c,riesgo_e_c,venc1_6,venc6_12,venc+12,cluster
0.7410173597093258,0.0422554164984524,19.48187009849364,0.0,0.0,0.0,0.0,0.0,17.213173166336432,16.520692181963827,0.0,0
0.7410173597093258,0.0163504238998788,25.804665590218377,6.3835066348840055,2.4849066497880004,0.0,1.0986122886681098,0.0,23.388086742191085,19.32089517378869,21.19694223954534,1
0.7410173597093258,0.0393621316108195,23.468867211308275,6.616065185132817,3.610917912644224,2.833213344056216,2.70805020110221,3.367295829986474,19.62297176487305,18.226819111890947,19.18596446681744,1
0.7410173597093258,0.0393621316108195,24.41418531265059,6.380122536899765,1.3862943611198906,0.0,3.295836866004329,1.0986122886681098,20.12445651272841,19.88587401501234,19.66753961465586,1
0.7410173597093258,0.0697079800834342,21.214719732321957,3.9318256327243257,1.6094379124341005,1.0986122886681098,2.19722457733622,0.0,17.776215074040223,17.919147313722604,0.0,0
0.7410173597093258,0.0344502758713497,28.90808375933753,11.33726169584034,7.642044402873258,6.598509028614515,7.13966033596492,6.905753276311464,25.620868374016965,23.92700278003071,24.429325641279537,1
0.7410173597093258,0.0629794105773112,29.147373607020175,9.689737246238511,7.288244401020124,7.045776576879511,7.424761761823209,6.584791392385716,24.87549971720697,24.72039161406364,26.15364502954164,1
0.7410173597093258,0.0035661418382451,22.2022468207159,5.19295685089021,3.091042453358316,2.4849066497880004,3.1780538303479458,2.9444389791664403,20.636980770311364,19.69419125731432,19.736245689164445,1
0.7410173597093258,0.040102274256493,22.7501375856504,7.192182058713246,4.110873864173311,3.8918202981106265,3.610917912644224,3.9889840465642745,19.72205092110632,17.677314554910968,0.0,0
0.7410173597093258,0.0252994213430224,28.65313072261396,11.313266479778829,7.906178840394815,7.400620577371135,6.709304340258298,6.823286122355687,25.77102869093087,24.06716291491449,24.3156303410843,1
0.7410173597093258,0.064661552953842,25.81172275313695,10.142543822310389,6.638567789166521,6.248042874508429,7.27931883541462,6.894670039433482,22.74051158130037,22.58664506636614,0.0,0
0.7410173597093258,0.040102274256493,21.69898159555161,8.157657015196472,5.529429087511423,5.093750200806762,5.170483995038151,5.147494476813453,19.12457377054253,16.601494536817455,0.0,0
0.7410173597093258,0.0344502758713497,28.011738377004413,10.70447966004682,7.201170883281678,6.338594078203183,5.231108616854587,6.175867270105761,25.104823121542776,23.03218394033002,23.50130033263324,1
0.7410173597093258,0.0629794105773112,26.487374824119865,6.577861357721047,5.231108616854587,3.7612001156935615,4.574710978503383,4.465908118654584,21.43765775201492,21.81433487201173,23.817651149583167,1
0.0639886960032297,0.0196474229578791,26.75398955020152,5.288267030694535,1.791759469228055,0.0,1.0986122886681098,0.0,23.34517501411913,20.98530041322657,21.10324103610792,1
0.7410173597093258,0.0163504238998788,29.032799214633663,10.414663115066409,6.236369590203704,4.820281565605037,4.060443010546419,3.6635616461296463,25.81802928600448,23.15017130036144,23.28767690047684,1
0.0639886960032297,0.0442067016552281,24.02198297579885,9.028818495352793,5.700443573390687,4.330733340286331,5.616771097666572,4.912654885736052,21.33490837535384,19.10825515056192,0.0,0
